page_index,tag,gt_stem,positions
84,a,lampaanjauhelih,[57]
84,a,lampaanlih,[58]
84,a,peru,[60]
84,a,siika,[65]
84,a,halloum,[67]
84,a,seura,"[70, 71, 72, 104]"
84,a,ja,[75]
84,a,kaksplus,[96]
84,a,suome,[105]
84,span,lihapyöryk,[3]
84,span,garam,[14]
84,span,masal,[15]
84,span,paprik,[19]
84,span,öljy,"[25, 36]"
84,span,tomaat,[46]
84,span,jogurt,[56]
84,span,ja,[67]
84,h1,lihapyöryk,[2]
84,h3,muka,[2]
84,h3,maku,[3]
84,h3,ja,"[10, 26, 33]"
84,h3,karamellisoidu,[23]
84,h3,omen,[24]
84,h3,sinihomejuusto,[27]
84,h3,broiler,[30]
84,h3,kookos,[31]
84,p,maust,"[6, 22, 60]"
84,p,ja,"[12, 16, 23, 36, 61, 69, 86, 90, 107]"
84,p,öljy,"[19, 106]"
84,p,an,"[31, 37, 45, 92]"
84,p,tomaat,"[70, 74]"
84,p,kerm,[87]
84,p,maku,[98]
85,a,test,[9]
85,a,muka,[10]
85,a,maku,"[11, 23]"
85,a,juhl,[16]
85,a,joulu,[20]
85,a,juoma,[21]
85,a,maailm,"[24, 111, 113]"
85,a,leivon,[34]
85,a,ruoka,"[36, 102]"
85,a,gluteenito,[45]
85,a,liharuoa,"[46, 55]"
85,a,hasselback,[50]
85,a,perun,[51]
85,a,kokonais,[52]
85,a,paistetu,[53]
85,a,sisäfil,"[54, 57]"
85,a,nauda,[56]
85,a,rakuunaporkkan,[59]
85,a,seura,"[60, 71, 72, 73, 105]"
85,a,peru,[61]
85,a,siika,[66]
85,a,halloum,[68]
85,a,ja,[76]
85,a,an,[92]
85,a,kaksplus,[97]
85,a,suome,[106]
85,span,sisäfil,"[3, 11]"
85,span,hasselback,[4]
85,span,perun,"[5, 33]"
85,span,ja,"[6, 21]"
85,span,rakuunaporkkan,[7]
85,span,paprikajauh,[26]
85,span,tuore,[43]
85,h1,kokonais,[0]
85,h1,paistetu,[1]
85,h1,sisäfil,[2]
85,h1,hasselback,[3]
85,h1,perun,[4]
85,h1,ja,[5]
85,h1,rakuunaporkkan,[6]
85,h3,perun,[0]
85,h3,muka,[2]
85,h3,maku,[3]
85,h3,ja,"[10, 26, 33]"
85,h3,karamellisoidu,[23]
85,h3,omen,[24]
85,h3,sinihomejuusto,[27]
85,h3,broiler,[30]
85,h3,kookos,[31]
85,strong,kokonais,[0]
85,strong,paistetu,[1]
85,strong,sisäfil,[2]
85,strong,hasselback,[3]
85,strong,perun,[4]
85,strong,ja,[5]
85,strong,rakuunaporkkan,[6]
85,p,helpo,[5]
85,p,ja,"[6, 17, 20, 25, 39, 41, 66, 70, 90, 106, 115]"
85,p,an,[53]
85,p,paprikajauh,[64]
85,p,perun,"[69, 76, 87, 93]"
85,p,tuore,[116]
86,a,test,[9]
86,a,muka,[10]
86,a,maku,"[11, 23, 62]"
86,a,juhl,[16]
86,a,joulu,[20]
86,a,juoma,[21]
86,a,maailm,"[24, 63, 114, 116]"
86,a,leivon,[34]
86,a,ruoka,"[36, 105]"
86,a,broiler,"[48, 53, 56, 57]"
86,a,ja,"[49, 79]"
86,a,an,"[55, 95]"
86,a,siive,[58]
86,a,kanansiiv,[59]
86,a,kiinalain,[60]
86,a,keitiö,[61]
86,a,peru,[64]
86,a,siika,[69]
86,a,halloum,[71]
86,a,seura,"[74, 75, 76, 108]"
86,a,kaksplus,[100]
86,a,suome,[109]
86,span,broiler,[5]
86,span,inkiväär,[10]
86,span,öljy,[13]
86,span,tähtianis,[14]
86,span,ja,[26]
86,h1,kanansiiv,[2]
86,p,öljy,"[6, 18, 38]"
86,p,paistetu,[7]
86,p,inkiväär,"[12, 41]"
86,p,ja,"[21, 30, 39, 42, 49, 53]"
86,h3,muka,[0]
86,h3,maku,[1]
86,h3,ja,"[8, 24, 31]"
86,h3,karamellisoidu,[21]
86,h3,omen,[22]
86,h3,sinihomejuusto,[25]
86,h3,broiler,[28]
86,h3,kookos,[29]
87,a,test,[9]
87,a,muka,[10]
87,a,maku,"[11, 23]"
87,a,juhl,[16]
87,a,joulu,"[20, 53, 63]"
87,a,juoma,[21]
87,a,maailm,"[24, 121, 123]"
87,a,leivon,[34]
87,a,ruoka,"[36, 112]"
87,a,joulupuuro,"[41, 48, 64]"
87,a,riisipuuro,"[42, 69]"
87,a,maust,[44]
87,a,helpo,[50]
87,a,gluteenito,[54]
87,a,puuro,"[60, 68]"
87,a,ja,"[61, 86]"
87,a,jouluruok,[65]
87,a,seura,"[70, 81, 82, 83, 115]"
87,a,peru,[71]
87,a,siika,[76]
87,a,halloum,[78]
87,a,an,[102]
87,a,kaksplus,[107]
87,a,suome,[116]
87,span,kookos,[1]
87,span,ja,"[3, 26]"
87,h1,kookos,[0]
87,h1,ja,[2]
87,div,helpo,[1]
87,h3,muka,[3]
87,h3,maku,[4]
87,h3,ja,"[11, 27, 34]"
87,h3,karamellisoidu,[24]
87,h3,omen,[25]
87,h3,sinihomejuusto,[28]
87,h3,broiler,[31]
87,h3,kookos,[32]
87,p,joulupuuro,[1]
87,p,puuro,"[6, 40]"
87,p,ja,"[20, 24, 35, 49, 55]"
87,p,an,[39]
87,p,kookoshiutal,[53]
87,p,ruoka,"[58, 60]"
88,a,test,[9]
88,a,muka,[10]
88,a,maku,"[11, 23]"
88,a,juhl,[16]
88,a,joulu,[20]
88,a,juoma,[21]
88,a,maailm,"[24, 108, 110]"
88,a,leivon,[34]
88,a,ruoka,"[36, 99]"
88,a,broiler,"[45, 50, 53]"
88,a,ja,"[46, 73]"
88,a,an,"[52, 89]"
88,a,broileriruoa,[54]
88,a,kananuget,[55]
88,a,kookoshiutal,[56]
88,a,limet,[57]
88,a,siika,[63]
88,a,halloum,[65]
88,a,seura,"[68, 69, 70, 102]"
88,a,kaksplus,[94]
88,a,suome,[103]
88,span,kookos,[1]
88,span,broiler,[4]
88,span,kookoshiutal,[11]
88,span,limet,[12]
88,span,öljy,[25]
88,h1,kookos,[0]
88,p,leivä,[1]
88,li,kookoshiutal,[6]
88,li,ja,"[7, 16, 23, 35, 51, 55]"
88,li,limet,[8]
88,h3,muka,[2]
88,h3,maku,[3]
88,h3,ja,"[10, 26, 33]"
88,h3,karamellisoidu,[23]
88,h3,omen,[24]
88,h3,sinihomejuusto,[27]
88,h3,broiler,[30]
88,h3,kookos,[31]
89,a,test,[9]
89,a,muka,[10]
89,a,maku,"[11, 23]"
89,a,juhl,[16]
89,a,joulu,[20]
89,a,juoma,[21]
89,a,maailm,"[24, 104, 106]"
89,a,leivon,[34]
89,a,ruoka,"[36, 95]"
89,a,gluteenito,[44]
89,a,kalaruoa,"[46, 50]"
89,a,kala,[48]
89,a,kuha,[51]
89,a,seura,"[53, 64, 65, 66, 98]"
89,a,peru,[54]
89,a,siika,[59]
89,a,halloum,[61]
89,a,ja,[69]
89,a,an,[85]
89,a,kaksplus,[90]
89,a,suome,[99]
89,span,kuharul,[1]
89,span,paprik,[9]
89,span,öljy,[10]
89,span,pesto,[15]
89,h3,muka,[3]
89,h3,maku,[4]
89,h3,ja,"[11, 27, 34]"
89,h3,karamellisoidu,[24]
89,h3,omen,[25]
89,h3,sinihomejuusto,[28]
89,h3,broiler,[31]
89,h3,kookos,[32]
89,strong,kuharul,[0]
89,p,juhl,[4]
89,p,ja,"[6, 10, 14, 22, 31, 39, 53, 73]"
89,p,paprik,[16]
89,p,pesto,[30]
89,p,öljy,[44]
89,p,ruoka,[78]
90,a,test,[9]
90,a,muka,[10]
90,a,maku,"[11, 23]"
90,a,juhl,[16]
90,a,joulu,[20]
90,a,juoma,[21]
90,a,maailm,"[24, 122, 124]"
90,a,leivon,[34]
90,a,ruoka,"[36, 113]"
90,a,brie,"[41, 64, 70]"
90,a,juusto,"[42, 62, 65]"
90,a,ja,"[43, 87]"
90,a,gluteenito,[56]
90,a,an,"[63, 103]"
90,a,karamelliomen,[66]
90,a,läm,[69]
90,a,omen,[71]
90,a,peru,[72]
90,a,siika,[77]
90,a,halloum,[79]
90,a,seura,"[82, 83, 84, 116]"
90,a,kaksplus,[108]
90,a,suome,[117]
90,span,läm,[1]
90,span,brie,[2]
90,span,ja,[18]
90,h1,läm,[0]
90,h1,brie,[1]
90,p,läm,[0]
90,p,brie,"[1, 48]"
90,p,ja,"[4, 9, 22, 27, 36, 54]"
90,p,helpo,[8]
90,p,jälkiruok,[12]
90,p,omen,"[24, 53]"
90,p,ruoka,"[63, 65]"
90,h3,muka,[2]
90,h3,maku,[3]
90,h3,ja,"[10, 26, 33]"
90,h3,karamellisoidu,[23]
90,h3,omen,[24]
90,h3,sinihomejuusto,[27]
90,h3,broiler,[30]
90,h3,kookos,[31]
91,a,test,[9]
91,a,muka,[10]
91,a,maku,"[11, 23]"
91,a,juhl,[16]
91,a,joulu,[20]
91,a,juoma,[21]
91,a,maailm,"[24, 117, 119]"
91,a,leivon,[34]
91,a,ruoka,"[36, 108]"
91,a,katkarapukeito,"[42, 44, 46, 49, 63]"
91,a,tomaat,[43]
91,a,helpo,[51]
91,a,gluteenito,[56]
91,a,keito,"[58, 64]"
91,a,kala,[60]
91,a,aasialain,[61]
91,a,keitiö,[62]
91,a,kotilääkär,[65]
91,a,peru,[67]
91,a,siika,[72]
91,a,halloum,[74]
91,a,seura,"[77, 78, 79, 111]"
91,a,ja,[82]
91,a,an,[98]
91,a,kaksplus,[103]
91,a,suome,[112]
91,span,katkarapukeito,[2]
91,span,inkiväär,[12]
91,span,cury,[17]
91,span,ja,[43]
91,h1,katkarapukeito,[1]
91,div,helpo,[2]
91,p,ja,"[7, 11, 18, 32, 39]"
91,p,chili,[8]
91,p,inkiväär,[13]
91,p,öljy,[16]
91,p,cury,[20]
91,p,kala,[31]
91,p,maku,[38]
91,strong,katkarapukeito,[0]
91,h3,muka,[2]
91,h3,maku,[3]
91,h3,ja,"[10, 26, 33]"
91,h3,karamellisoidu,[23]
91,h3,omen,[24]
91,h3,sinihomejuusto,[27]
91,h3,broiler,[30]
91,h3,kookos,[31]
92,a,test,[9]
92,a,muka,[10]
92,a,maku,"[11, 23]"
92,a,juhl,[16]
92,a,joulu,[20]
92,a,juoma,[21]
92,a,maailm,"[24, 109, 111]"
92,a,leivon,[34]
92,a,ruoka,"[36, 100]"
92,a,helpo,[41]
92,a,gluteenito,[46]
92,a,jauhelih,[50]
92,a,laatiko,[52]
92,a,makaronilaatiko,"[54, 55]"
92,a,pas,[56]
92,a,seura,"[57, 69, 70, 71, 103]"
92,a,peru,[59]
92,a,siika,[64]
92,a,halloum,[66]
92,a,ja,[74]
92,a,an,[90]
92,a,kaksplus,[95]
92,a,suome,[104]
92,span,makaronilaatiko,[2]
92,span,jauhelih,[12]
92,h1,makaronilaatiko,[1]
92,div,helpo,[2]
92,h3,muka,[2]
92,h3,maku,[3]
92,h3,ja,"[10, 26, 33]"
92,h3,karamellisoidu,[23]
92,h3,omen,[24]
92,h3,sinihomejuusto,[27]
92,h3,broiler,[30]
92,h3,kookos,[31]
92,p,lihaliem,[7]
92,p,ja,"[10, 19, 34, 44, 52, 60]"
92,p,jauhelih,"[14, 30, 42]"
92,p,muka,"[32, 58]"
92,p,laatiko,[71]
92,p,ruoka,[84]
93,a,test,[9]
93,a,muka,[10]
93,a,maku,"[11, 23]"
93,a,juhl,[16]
93,a,joulu,[20]
93,a,juoma,[21]
93,a,maailm,"[24, 110, 112]"
93,a,leivon,[34]
93,a,ruoka,"[36, 101]"
93,a,piirak,"[46, 52, 59]"
93,a,suolais,"[47, 56, 58]"
93,a,leivonnais,"[48, 57]"
93,a,jauhelih,"[49, 51]"
93,a,seura,"[53, 70, 71, 72, 104]"
93,a,siene,[54]
93,a,sieniruoa,[55]
93,a,peru,[60]
93,a,siika,[65]
93,a,halloum,[67]
93,a,ja,[75]
93,a,an,[91]
93,a,kaksplus,[96]
93,a,suome,[105]
93,span,leivinjauh,[13]
93,span,jauhelih,[16]
93,span,riisi,[22]
93,span,tuore,[27]
93,h3,muka,[2]
93,h3,maku,[3]
93,h3,ja,"[10, 26, 33]"
93,h3,karamellisoidu,[23]
93,h3,omen,[24]
93,h3,sinihomejuusto,[27]
93,h3,broiler,[30]
93,h3,kookos,[31]
93,p,ja,"[3, 11, 25, 30, 49, 58, 71, 75, 85, 96, 109, 117]"
93,p,leivinjauh,[8]
93,p,an,"[26, 79]"
93,p,jauhelih,[36]
93,p,riisi,[54]
93,p,tuore,[67]
93,p,muka,[77]
93,p,piirak,"[112, 115]"
94,a,test,[9]
94,a,muka,[10]
94,a,maku,"[11, 23]"
94,a,juhl,[16]
94,a,joulu,[20]
94,a,juoma,[21]
94,a,maailm,"[24, 106, 108]"
94,a,leivon,[34]
94,a,ruoka,"[36, 97]"
94,a,gluteenito,[44]
94,a,kalaruoa,"[46, 49]"
94,a,kala,[48]
94,a,kotilääkär,[50]
94,a,siikafil,[52]
94,a,pars,[53]
94,a,peru,[56]
94,a,siika,[61]
94,a,halloum,[63]
94,a,seura,"[66, 67, 68, 100]"
94,a,ja,[71]
94,a,an,[87]
94,a,kaksplus,[92]
94,a,suome,[101]
94,span,siikafil,"[2, 8]"
94,span,ja,"[3, 11, 18, 34, 50]"
94,span,pars,"[4, 22]"
94,span,limet,[9]
94,span,tuore,[27]
94,span,pinaat,[28]
94,span,til,[47]
94,h1,siikafil,[1]
94,h1,ja,[2]
94,h1,pars,[3]
94,h3,maku,[3]
94,h3,ja,"[10, 26, 33]"
94,h3,karamellisoidu,[23]
94,h3,omen,[24]
94,h3,sinihomejuusto,[27]
94,h3,broiler,[30]
94,h3,kookos,[31]
94,strong,siikafil,[1]
94,strong,pars,[2]
94,p,ja,"[7, 25, 37, 55, 63, 69, 73, 79, 95]"
94,p,siikafil,"[18, 88]"
94,p,limet,[21]
94,p,pars,"[51, 93]"
94,p,perun,"[54, 65]"
94,p,pinaat,[57]
94,p,öljy,[61]
94,p,muka,[82]
94,p,kananmu,[96]
95,a,test,[9]
95,a,muka,[10]
95,a,maku,"[11, 23]"
95,a,juhl,[16]
95,a,joulu,[20]
95,a,juoma,[21]
95,a,maailm,"[24, 114, 116]"
95,a,leivon,[34]
95,a,ruoka,"[36, 105]"
95,a,helpo,[43]
95,a,gluteenito,[52]
95,a,kala,"[54, 58]"
95,a,ja,"[56, 79]"
95,a,carpacio,[59]
95,a,kalaruoa,[60]
95,a,lohi,[61]
95,a,lohiruoa,[62]
95,a,seura,"[63, 74, 75, 76, 108]"
95,a,peru,[64]
95,a,siika,[69]
95,a,halloum,[71]
95,a,an,[95]
95,a,kaksplus,[100]
95,a,suome,[109]
95,span,ja,"[2, 30]"
95,span,tuore,"[7, 26]"
95,span,til,[27]
95,h1,ja,[1]
95,div,helpo,[2]
95,h3,muka,[3]
95,h3,maku,[4]
95,h3,ja,"[11, 27, 34]"
95,h3,karamellisoidu,[24]
95,h3,omen,[25]
95,h3,sinihomejuusto,[28]
95,h3,broiler,[31]
95,h3,kookos,[32]
95,p,ja,"[3, 17, 30, 41, 48]"
95,p,helpo,[4]
95,p,tuore,"[11, 49]"
95,p,til,[50]
96,a,test,[9]
96,a,muka,[10]
96,a,maku,"[11, 23]"
96,a,juhl,[16]
96,a,joulu,[20]
96,a,juoma,[21]
96,a,maailm,"[24, 104, 106]"
96,a,leivon,[34]
96,a,ruoka,"[36, 49, 95]"
96,a,kananmu,[47]
96,a,aasialain,[48]
96,a,an,"[50, 85]"
96,a,cury,[51]
96,a,munaruoa,[53]
96,a,peru,[54]
96,a,siika,[59]
96,a,halloum,[61]
96,a,seura,"[64, 65, 66, 98]"
96,a,ja,[69]
96,a,kaksplus,[90]
96,a,suome,[99]
96,span,inkiväär,[7]
96,span,öljy,[26]
96,span,tomaat,[28]
96,span,tum,[32]
96,span,ja,"[39, 43]"
96,h3,muka,[1]
96,h3,maku,[2]
96,h3,ja,"[9, 25, 32]"
96,h3,karamellisoidu,[22]
96,h3,omen,[23]
96,h3,sinihomejuusto,[26]
96,h3,broiler,[29]
96,h3,kookos,[30]
96,li,ja,"[4, 11, 20, 28, 33, 42]"
96,li,öljy,[8]
96,li,maust,[10]
96,li,tomaat,[18]
96,li,ruoka,[35]
97,a,test,[9]
97,a,muka,[10]
97,a,maku,"[11, 23]"
97,a,juhl,[16]
97,a,joulu,[20]
97,a,juoma,[21]
97,a,maailm,"[24, 114, 116]"
97,a,leivon,[34]
97,a,ruoka,"[36, 105]"
97,a,afrik,[41]
97,a,broiler,[48]
97,a,ja,"[49, 54, 79]"
97,a,kana,"[53, 59]"
97,a,an,"[57, 95]"
97,a,broileriruoa,[58]
97,a,marokkolain,[60]
97,a,keitiö,[61]
97,a,pataruoa,[62]
97,a,sitru,[63]
97,a,peru,[64]
97,a,siika,[69]
97,a,halloum,[71]
97,a,seura,"[74, 75, 76, 108]"
97,a,kaksplus,[100]
97,a,suome,[109]
97,span,marokkolain,[1]
97,span,broiler,[4]
97,span,ja,"[7, 31, 55]"
97,span,öljy,[11]
97,span,puna,[15]
97,span,inkiväär,[19]
97,span,jogurt,[44]
97,span,tuore,[47]
97,h1,marokkolain,[0]
97,h3,muka,[1]
97,h3,maku,[2]
97,h3,ja,"[9, 25, 32]"
97,h3,karamellisoidu,[22]
97,h3,omen,[23]
97,h3,sinihomejuusto,[26]
97,h3,broiler,[29]
97,h3,kookos,[30]
97,p,maust,[3]
97,p,ja,"[6, 24, 26, 40, 47, 55, 70, 84, 89, 113, 117]"
97,p,öljy,"[20, 32]"
97,p,ruoka,[72]
97,p,an,[96]
97,p,maku,[98]
97,p,kana,[110]
97,p,jogurt,[116]
98,a,test,[9]
98,a,muka,[10]
98,a,maku,"[11, 23]"
98,a,juhl,[16]
98,a,joulu,[20]
98,a,juoma,[21]
98,a,maailm,"[24, 111, 113]"
98,a,leivon,[34]
98,a,ruoka,"[36, 102]"
98,a,ja,"[42, 46, 76]"
98,a,siikafil,[45]
98,a,pars,[47]
98,a,siika,"[49, 66]"
98,a,helpo,[53]
98,a,an,"[55, 92]"
98,a,siikalei,[59]
98,a,tarjottav,[60]
98,a,peru,[61]
98,a,halloum,[68]
98,a,seura,"[71, 72, 73, 105]"
98,a,kaksplus,[97]
98,a,suome,[106]
98,span,siikalei,[2]
98,h1,siikalei,[1]
98,div,helpo,[2]
98,p,leipä,[4]
98,p,ja,"[5, 24]"
98,p,ruoka,"[26, 28]"
98,h3,muka,[2]
98,h3,maku,[3]
98,h3,ja,"[10, 26, 33]"
98,h3,karamellisoidu,[23]
98,h3,omen,[24]
98,h3,sinihomejuusto,[27]
98,h3,broiler,[30]
98,h3,kookos,[31]
99,a,test,[9]
99,a,muka,[10]
99,a,maku,"[11, 23]"
99,a,juhl,[16]
99,a,joulu,[20]
99,a,juoma,[21]
99,a,maailm,"[24, 108, 110]"
99,a,leivon,[34]
99,a,ruoka,"[36, 99]"
99,a,gluteenito,[42]
99,a,ja,"[50, 73]"
99,a,maust,[53]
99,a,öljy,[54]
99,a,säilön,[55]
99,a,seura,"[56, 68, 69, 70, 102]"
99,a,tähtianis,[57]
99,a,peru,[58]
99,a,siika,[63]
99,a,halloum,[65]
99,a,an,[89]
99,a,kaksplus,[94]
99,a,suome,[103]
99,span,ja,"[2, 6]"
99,span,etik,[3]
99,span,tuore,"[4, 15]"
99,span,inkiväär,[18]
99,span,limet,[19]
99,h1,ja,[1]
99,h1,etik,[2]
99,h3,muka,[1]
99,h3,maku,[2]
99,h3,ja,"[9, 25, 32]"
99,h3,karamellisoidu,[22]
99,h3,omen,[23]
99,h3,sinihomejuusto,[26]
99,h3,broiler,[29]
99,h3,kookos,[30]
99,p,ja,"[5, 18, 25, 32, 37]"
99,p,öljy,[8]
99,p,an,[9]
99,p,tuore,[21]
99,p,inkiväär,[24]
99,p,limet,"[26, 38]"
99,p,kokonais,[56]
99,p,maust,[65]
