page_index,tag,gt_stem,positions
39,h3,broiler,[28]
39,h3,kookos,[29]
40,a,test,[9]
40,a,muka,[10]
40,a,maku,"[11, 23]"
40,a,juhl,[16]
40,a,joulu,[20]
40,a,juoma,[21]
40,a,maailm,"[24, 121, 123]"
40,a,leivon,[34]
40,a,ruoka,"[36, 112]"
40,a,siikafil,[44]
40,a,ja,"[45, 59, 67, 86]"
40,a,pars,[46]
40,a,säilön,[50]
40,a,gluteenito,[53]
40,a,kala,"[57, 61]"
40,a,chile,[62]
40,a,kalaruoa,[63]
40,a,marinoitu,[64]
40,a,kalastus,[68]
40,a,siikaruoa,[70]
40,a,peru,[71]
40,a,siika,[76]
40,a,halloum,[78]
40,a,seura,"[81, 82, 83, 115]"
40,a,an,[102]
40,a,kaksplus,[107]
40,a,suome,[116]
40,span,chile,[1]
40,span,lime,[4]
40,span,ja,[21]
40,span,chili,[25]
40,span,tuore,[27]
40,span,til,[34]
40,h1,chile,[0]
40,h1,siika,[1]
40,h3,muka,[3]
40,h3,maku,[4]
40,h3,ja,"[11, 27, 34]"
40,h3,karamellisoidu,[24]
40,h3,omen,[25]
40,h3,sinihomejuusto,[28]
40,h3,broiler,[31]
40,h3,kookos,[32]
40,p,kala,"[1, 54]"
40,p,ja,"[4, 16, 31, 35, 46, 56]"
40,p,leivä,[8]
40,p,öljy,[30]
40,p,kokonais,[41]
40,p,chili,[49]
40,p,an,[61]
40,p,ruoka,"[79, 81]"
41,a,test,[9]
41,a,muka,[10]
41,a,maku,"[11, 23]"
41,a,juhl,[16]
41,a,joulu,[20]
41,a,juoma,[21]
41,a,maailm,"[24, 109, 111]"
41,a,leivon,[34]
41,a,ruoka,"[36, 54, 100]"
41,a,liharuoa,[47]
41,a,lammas,"[49, 57]"
41,a,an,"[51, 90]"
41,a,chorizo,[52]
41,a,espanjalain,[53]
41,a,katalonialain,[55]
41,a,keitiö,[56]
41,a,peru,[59]
41,a,siika,[64]
41,a,halloum,[66]
41,a,seura,"[69, 70, 71, 103]"
41,a,ja,[74]
41,a,kaksplus,[95]
41,a,suome,[104]
41,span,chorizo,"[1, 6]"
41,span,lammaspyöryk,[2]
41,span,leipä,[11]
41,span,kerm,[15]
41,span,kananmu,[16]
41,span,tomaat,[39]
41,span,ja,[47]
41,h1,chorizo,[0]
41,h1,lammaspyöryk,[1]
41,h3,tomaattikastik,[0]
41,h3,muka,[1]
41,h3,maku,[2]
41,h3,ja,"[9, 25, 32]"
41,h3,karamellisoidu,[22]
41,h3,omen,[23]
41,h3,sinihomejuusto,[26]
41,h3,broiler,[29]
41,h3,kookos,[30]
41,p,ja,"[8, 13, 23, 45, 53, 57, 63, 73]"
41,p,an,[9]
41,p,jauhelih,[14]
41,p,sitru,[20]
41,p,maust,[24]
41,p,öljy,"[35, 48]"
41,p,tomaat,"[52, 55]"
41,p,maku,[75]
42,a,test,[9]
42,a,muka,[10]
42,a,maku,"[11, 23]"
42,a,juhl,[16]
42,a,joulu,[20]
42,a,juoma,[21]
42,a,maailm,"[24, 114, 116]"
42,a,leivon,[34]
42,a,ruoka,"[36, 105]"
42,a,ital,"[41, 47]"
42,a,leivä,"[53, 61]"
42,a,ja,"[54, 79]"
42,a,an,"[58, 95]"
42,a,focac,[59]
42,a,focacia,[60]
42,a,suolais,[62]
42,a,leivonnais,[63]
42,a,peru,[64]
42,a,siika,[69]
42,a,halloum,[71]
42,a,seura,"[74, 75, 76, 108]"
42,a,kaksplus,[100]
42,a,suome,[109]
42,span,focac,[1]
42,span,leipä,[2]
42,span,ja,"[22, 31]"
42,h1,focac,[0]
42,h1,leipä,[1]
42,h3,ja,"[1, 11, 27, 34]"
42,h3,muka,[3]
42,h3,maku,[4]
42,h3,karamellisoidu,[24]
42,h3,omen,[25]
42,h3,sinihomejuusto,[28]
42,h3,broiler,[31]
42,h3,kookos,[32]
42,p,ja,"[7, 31, 49]"
42,p,öljy,"[8, 61]"
42,p,an,"[21, 37]"
43,a,test,[9]
43,a,muka,[10]
43,a,maku,"[11, 23]"
43,a,juhl,[16]
43,a,joulu,[20]
43,a,juoma,[21]
43,a,maailm,"[24, 109, 111]"
43,a,leivon,[34]
43,a,ruoka,"[36, 100]"
43,a,leivä,"[47, 55]"
43,a,ja,"[48, 74]"
43,a,an,"[52, 90]"
43,a,focac,[53]
43,a,focacia,[54]
43,a,punajuur,[56]
43,a,suolais,[57]
43,a,leivonnais,[58]
43,a,peru,[59]
43,a,siika,[64]
43,a,halloum,[66]
43,a,seura,"[69, 70, 71, 103]"
43,a,kaksplus,[95]
43,a,suome,[104]
43,span,focac,[1]
43,span,punajuur,"[2, 4]"
43,span,tuore,[22]
43,span,ruoka,[30]
43,h1,focac,[0]
43,h1,punajuur,[1]
43,h3,muka,[1]
43,h3,maku,[2]
43,h3,ja,"[9, 25, 32]"
43,h3,karamellisoidu,[22]
43,h3,omen,[23]
43,h3,sinihomejuusto,[26]
43,h3,broiler,[29]
43,h3,kookos,[30]
43,p,ja,"[2, 9, 24, 34, 61, 87, 93]"
43,p,öljy,[23]
43,p,an,[49]
43,p,leivä,[80]
43,p,tuore,[88]
43,p,leipä,[96]
44,a,test,[9]
44,a,muka,[10]
44,a,maku,"[11, 23]"
44,a,juhl,[16]
44,a,joulu,"[20, 48]"
44,a,juoma,[21]
44,a,maailm,"[24, 112, 114]"
44,a,leivon,[34]
44,a,ruoka,"[36, 103]"
44,a,gluteenito,"[51, 58]"
44,a,piirak,"[53, 59, 61]"
44,a,suolais,[54]
44,a,leivonnais,[55]
44,a,lehtikaal,[60]
44,a,peru,[62]
44,a,siika,[67]
44,a,halloum,[69]
44,a,seura,"[72, 73, 74, 106]"
44,a,ja,[77]
44,a,an,[93]
44,a,kaksplus,[98]
44,a,suome,[107]
44,span,gluteenito,[1]
44,span,lehtikaal,"[2, 14]"
44,span,öljy,[18]
44,span,ja,[39]
44,h1,gluteenito,[0]
44,strong,lehtikaal,[0]
44,p,lehtikaal,"[13, 43]"
44,p,ja,"[19, 24, 52, 69, 76, 90]"
44,p,kaali,[58]
44,p,öljy,[60]
44,p,tomaat,[89]
44,h3,muka,[0]
44,h3,maku,[1]
44,h3,ja,"[8, 24, 31]"
44,h3,karamellisoidu,[21]
44,h3,omen,[22]
44,h3,sinihomejuusto,[25]
44,h3,broiler,[28]
44,h3,kookos,[29]
45,a,test,[9]
45,a,muka,[10]
45,a,maku,"[11, 23]"
45,a,juhl,[16]
45,a,joulu,[20]
45,a,juoma,[21]
45,a,maailm,"[24, 112, 114]"
45,a,leivon,"[34, 53]"
45,a,ruoka,"[36, 103]"
45,a,gluteenito,[45]
45,a,piirak,"[48, 54]"
45,a,suolais,[49]
45,a,siene,[51]
45,a,kotilääkär,[52]
45,a,piiras,[55]
45,a,leivonnais,[58]
45,a,suppilovahvero,[59]
45,a,peru,[62]
45,a,siika,[67]
45,a,halloum,[69]
45,a,seura,"[72, 73, 74, 106]"
45,a,ja,[77]
45,a,an,[93]
45,a,kaksplus,[98]
45,a,suome,[107]
45,span,gluteenito,[1]
45,span,leivinjauh,[8]
45,span,kananmu,[39]
45,span,ja,[42]
45,span,ruoka,[55]
45,h1,gluteenito,[0]
45,h3,muka,[2]
45,h3,maku,[3]
45,h3,ja,"[10, 26, 33]"
45,h3,karamellisoidu,[23]
45,h3,omen,[24]
45,h3,sinihomejuusto,[27]
45,h3,broiler,[30]
45,h3,kookos,[31]
45,p,leivinjauh,[7]
45,p,ja,"[10, 16, 20, 27, 32, 35, 45, 47, 55, 60, 68, 82]"
45,p,siene,"[14, 26]"
45,p,maust,[34]
45,p,an,[36]
45,p,kananmu,[56]
45,p,piirak,[62]
46,a,test,[9]
46,a,muka,[10]
46,a,maku,"[11, 23]"
46,a,juhl,[16]
46,a,joulu,[20]
46,a,juoma,[21]
46,a,maailm,"[24, 114, 116]"
46,a,leivon,[34]
46,a,ruoka,"[36, 105]"
46,a,couscoussalaat,[41]
46,a,tabbouleh,[42]
46,a,salaat,[43]
46,a,grillaus,"[44, 56]"
46,a,grilliruoa,"[50, 57]"
46,a,lammas,"[52, 55, 60]"
46,a,grillatu,[54]
46,a,inkiväär,[58]
46,a,inkiväärilammas,[59]
46,a,lammasresept,[61]
46,a,liharuoa,[62]
46,a,seura,"[63, 74, 75, 76, 108]"
46,a,peru,[64]
46,a,siika,[69]
46,a,halloum,[71]
46,a,ja,[79]
46,a,an,[95]
46,a,kaksplus,[100]
46,a,suome,[109]
46,span,grillatu,[1]
46,span,inkiväärilammas,[2]
46,span,karits,[7]
46,span,ja,"[20, 36, 43]"
46,span,tuore,"[31, 39]"
46,span,inkiväär,[32]
46,h1,grillatu,[0]
46,h1,inkiväärilammas,[1]
46,h3,muka,[2]
46,h3,maku,[3]
46,h3,ja,"[10, 26, 33]"
46,h3,karamellisoidu,[23]
46,h3,omen,[24]
46,h3,sinihomejuusto,[27]
46,h3,broiler,[30]
46,h3,kookos,[31]
46,strong,grillatu,[0]
46,strong,inkiväärilammas,[1]
46,p,ja,"[30, 43, 71]"
46,p,an,[31]
46,p,muka,[69]
46,p,tuore,[74]
47,a,test,[9]
47,a,muka,[10]
47,a,maku,"[11, 23]"
47,a,juhl,[16]
47,a,joulu,[20]
47,a,juoma,[21]
47,a,maailm,"[24, 118, 120]"
47,a,leivon,[34]
47,a,ruoka,"[36, 109]"
47,a,bataat,"[41, 60]"
47,a,grillaus,"[45, 47]"
47,a,helpo,[46]
47,a,gluteenito,[49]
47,a,grilliruoa,"[56, 62]"
47,a,pars,"[63, 67]"
47,a,seura,"[64, 78, 79, 80, 112]"
47,a,tofu,[65]
47,a,tuore,[66]
47,a,peru,[68]
47,a,siika,[73]
47,a,halloum,[75]
47,a,ja,[83]
47,a,an,[99]
47,a,kaksplus,[104]
47,a,suome,[113]
47,span,grillatu,[1]
47,span,bataat,"[2, 7]"
47,span,pars,"[3, 11]"
47,span,ja,"[4, 22]"
47,span,tofu,"[5, 13]"
47,span,öljy,[14]
47,h1,grillatu,[0]
47,h1,bataat,[1]
47,h1,pars,[2]
47,h1,ja,[3]
47,h1,tofu,[4]
47,div,helpo,[2]
47,strong,grillatu,[0]
47,strong,bataat,[1]
47,strong,ja,[3]
47,strong,tofu,[4]
47,p,grilliruok,[4]
47,p,ja,"[7, 15, 31, 44]"
47,p,tofu,[23]
47,p,öljy,[30]
47,p,grillatu,[39]
47,p,muka,[42]
47,h3,muka,[0]
47,h3,maku,[1]
47,h3,ja,"[8, 24, 31]"
47,h3,karamellisoidu,[21]
47,h3,omen,[22]
47,h3,sinihomejuusto,[25]
47,h3,broiler,[28]
47,h3,kookos,[29]
48,a,test,[9]
48,a,muka,[10]
48,a,maku,"[11, 23]"
48,a,juhl,[16]
48,a,joulu,[20]
48,a,juoma,[21]
48,a,maailm,"[24, 113, 115]"
48,a,leivon,[34]
48,a,ruoka,"[36, 104]"
48,a,liharuoa,[53]
48,a,an,"[57, 94]"
48,a,leipä,[60]
48,a,leipäkäärö,[61]
48,a,riesk,[62]
48,a,peru,[63]
48,a,siika,[68]
48,a,halloum,[70]
48,a,seura,"[73, 74, 75, 107]"
48,a,ja,[78]
48,a,kaksplus,[99]
48,a,suome,[108]
48,span,leipäkäärö,[2]
48,span,riesk,[7]
48,span,chili,[27]
48,span,ja,[32]
48,h1,leipäkäärö,[1]
48,h3,muka,[5]
48,h3,maku,[6]
48,h3,ja,"[13, 29, 36]"
48,h3,karamellisoidu,[26]
48,h3,omen,[27]
48,h3,sinihomejuusto,[30]
48,h3,broiler,[33]
48,h3,kookos,[34]
48,p,ja,"[4, 24, 38, 52, 67, 82, 93]"
48,p,leivä,[10]
48,p,öljy,[75]
48,p,paistetu,[80]
48,p,chili,[87]
48,p,riesk,[91]
49,a,test,[9]
49,a,muka,[10]
49,a,maku,"[11, 23]"
49,a,juhl,[16]
49,a,joulu,"[20, 48, 58]"
49,a,juoma,[21]
49,a,maailm,"[24, 115, 117]"
49,a,leivon,[34]
49,a,ruoka,"[36, 106]"
49,a,leivä,[53]
49,a,ja,"[54, 80]"
49,a,leipä,[59]
49,a,leipäohj,[60]
49,a,ruis,[61]
49,a,ruislei,[62]
49,a,seura,"[63, 75, 76, 77, 109]"
49,a,varpul,[64]
49,a,peru,[65]
49,a,siika,[70]
49,a,halloum,[72]
49,a,an,[96]
49,a,kaksplus,[101]
49,a,suome,[110]
49,span,hiivato,[3]
49,span,ja,[19]
49,h1,hiivato,[2]
49,p,an,"[10, 31]"
49,p,ja,"[13, 24, 30, 37, 50, 52, 57, 64, 74]"
49,p,leivä,"[63, 73]"
49,h3,muka,[0]
49,h3,maku,[1]
49,h3,ja,"[8, 24, 31]"
49,h3,karamellisoidu,[21]
49,h3,omen,[22]
49,h3,sinihomejuusto,[25]
49,h3,broiler,[28]
49,h3,kookos,[29]
50,a,test,[9]
50,a,muka,[10]
50,a,maku,"[11, 23]"
50,a,juhl,[16]
50,a,joulu,[20]
50,a,juoma,[21]
50,a,maailm,"[24, 106, 108]"
50,a,leivon,[34]
50,a,ruoka,"[36, 97]"
50,a,kala,[48]
50,a,hauki,[49]
50,a,metsästys,[50]
50,a,ja,"[51, 71]"
50,a,kalastus,[52]
50,a,murek,[53]
50,a,rapu,[54]
50,a,peru,[56]
50,a,siika,[61]
50,a,halloum,[63]
50,a,seura,"[66, 67, 68, 100]"
50,a,an,[87]
50,a,kaksplus,[92]
50,a,suome,[101]
50,span,hauki,[1]
50,span,rapu,[9]
50,span,sämpyl,[20]
50,span,til,[26]
50,span,pinaat,[30]
50,span,ja,[41]
50,h1,hauki,[0]
50,p,ja,"[2, 7, 11, 18, 24, 30, 38, 47, 55, 82]"
50,p,kala,[6]
50,p,leivä,[15]
50,p,pinaat,[41]
50,p,tuore,[67]
50,p,til,[68]
50,p,murek,[73]
50,h3,muka,[0]
50,h3,maku,[1]
50,h3,ja,"[8, 24, 31]"
50,h3,karamellisoidu,[21]
50,h3,omen,[22]
50,h3,sinihomejuusto,[25]
50,h3,broiler,[28]
50,h3,kookos,[29]
51,a,test,[9]
51,a,muka,[10]
51,a,maku,"[11, 23, 58]"
51,a,juhl,[16]
51,a,joulu,[20]
51,a,juoma,[21]
51,a,maailm,"[24, 59, 112, 114]"
51,a,leivon,[34]
51,a,ruoka,"[36, 54, 103]"
51,a,kiinalain,"[41, 43]"
51,a,lisäkeruoa,[50]
51,a,aasialain,[53]
51,a,an,"[55, 93]"
51,a,peru,"[60, 62]"
51,a,perunaresept,[61]
51,a,siika,[67]
51,a,halloum,[69]
51,a,seura,"[72, 73, 74, 106]"
51,a,ja,[77]
51,a,kaksplus,[98]
51,a,suome,[107]
51,span,perun,[6]
51,span,ja,[17]
51,p,öljy,"[6, 39, 61]"
51,p,ja,"[7, 10, 14, 36, 54, 63]"
51,p,maust,[8]
51,p,perun,"[13, 45, 59]"
51,p,chili,"[35, 55]"
51,h3,muka,[2]
51,h3,maku,[3]
51,h3,ja,"[10, 26, 33]"
51,h3,karamellisoidu,[23]
51,h3,omen,[24]
51,h3,sinihomejuusto,[27]
51,h3,broiler,[30]
51,h3,kookos,[31]
52,a,test,[9]
52,a,muka,[10]
52,a,maku,"[11, 23]"
52,a,juhl,[16]
52,a,joulu,[20]
52,a,juoma,[21]
52,a,maailm,"[24, 110, 112]"
52,a,leivon,[34]
52,a,ruoka,"[36, 101]"
52,a,helpo,[43]
52,a,leivä,[48]
52,a,ja,"[49, 75]"
52,a,an,"[53, 91]"
52,a,suolais,[56]
52,a,leivonnais,[57]
52,a,teelei,[58]
52,a,teeleiv,[59]
52,a,peru,[60]
52,a,siika,[65]
52,a,halloum,[67]
52,a,seura,"[70, 71, 72, 104]"
52,a,kaksplus,[96]
52,a,suome,[105]
52,span,helpo,[1]
52,span,teeleiv,[2]
52,span,leivinjauh,[6]
52,span,jogurt,[23]
52,h1,helpo,[0]
52,h1,teeleiv,[1]
52,div,helpo,[2]
52,h3,muka,[1]
52,h3,maku,[2]
52,h3,ja,"[9, 25, 32]"
52,h3,karamellisoidu,[22]
52,h3,omen,[23]
52,h3,sinihomejuusto,[26]
52,h3,broiler,[29]
52,h3,kookos,[30]
52,p,leivinjauh,[3]
52,p,ja,"[9, 13, 26, 40]"
52,p,jogurt,[14]
52,p,teeleiv,[33]
52,p,juusto,[43]
53,a,test,[9]
53,a,muka,[10]
53,a,maku,"[11, 23]"
53,a,juhl,[16]
53,a,joulu,[20]
53,a,juoma,[21]
53,a,maailm,"[24, 106, 108]"
53,a,leivon,[34]
53,a,ruoka,"[36, 97]"
53,a,helpo,[43]
53,a,salaat,"[49, 54]"
53,a,an,"[50, 87]"
53,a,couscoussalaat,[51]
53,a,tabbouleh,[55]
53,a,peru,[56]
53,a,siika,[61]
53,a,halloum,[63]
53,a,seura,"[66, 67, 68, 100]"
53,a,ja,[71]
53,a,kaksplus,[92]
53,a,suome,[101]
53,span,helpo,[1]
53,span,tabbouleh,[2]
53,span,ja,[26]
53,h1,helpo,[0]
53,h1,tabbouleh,[1]
53,h1,salaat,[2]
53,div,helpo,[2]
53,strong,helpo,[0]
53,strong,tabbouleh,[1]
53,strong,salaat,[2]
53,p,muka,[8]
53,p,öljy,[12]
53,p,ja,[13]
53,p,an,[29]
53,p,salaat,[30]
53,h3,muka,[0]
53,h3,maku,[1]
53,h3,ja,"[8, 24, 31]"
53,h3,karamellisoidu,[21]
53,h3,omen,[22]
53,h3,sinihomejuusto,[25]
53,h3,broiler,[28]
53,h3,kookos,[29]
54,a,test,[9]
54,a,muka,[10]
54,a,maku,"[11, 23]"
54,a,juhl,[16]
54,a,joulu,[20]
54,a,juoma,[21]
54,a,maailm,"[24, 118, 120]"
54,a,leivon,[34]
54,a,ruoka,"[36, 109]"
54,a,tillipesto,"[43, 67]"
54,a,ja,"[44, 50, 59, 62, 83]"
54,a,sitru,[47]
54,a,siika,"[49, 73]"
54,a,helpo,[54]
54,a,gluteenito,[55]
54,a,metsästys,[61]
54,a,kalastus,[63]
54,a,pesto,"[64, 65]"
54,a,til,[66]
54,a,peru,[68]
54,a,halloum,[75]
54,a,seura,"[78, 79, 80, 112]"
54,a,an,[99]
54,a,kaksplus,[104]
54,a,suome,[113]
54,span,helpo,[1]
54,span,tillipesto,[2]
54,h1,helpo,[0]
54,h1,tillipesto,[1]
54,div,helpo,[2]
54,p,tillipesto,[0]
54,p,ja,[7]
54,p,ruoka,"[10, 12]"
54,h3,muka,[2]
54,h3,maku,[3]
54,h3,ja,"[10, 26, 33]"
54,h3,karamellisoidu,[23]
54,h3,omen,[24]
54,h3,sinihomejuusto,[27]
54,h3,broiler,[30]
54,h3,kookos,[31]
55,a,test,[9]
55,a,muka,[10]
55,a,maku,"[11, 23]"
55,a,juhl,[16]
55,a,joulu,[20]
55,a,juoma,[21]
55,a,maailm,"[24, 111, 113]"
55,a,leivon,[34]
55,a,ruoka,"[36, 102]"
55,a,salaat,[42]
55,a,piirak,"[49, 54, 60]"
55,a,suolais,"[50, 59]"
55,a,siene,[52]
55,a,herkkusie,[53]
55,a,seller,[55]
55,a,seura,"[56, 71, 72, 73, 105]"
55,a,peru,[61]
55,a,siika,[66]
55,a,halloum,[68]
55,a,ja,[76]
55,a,an,[92]
55,a,kaksplus,[97]
55,a,suome,[106]
55,span,herkkusie,[1]
55,span,herkkusien,[15]
55,span,öljy,[23]
55,span,juusto,[32]
55,span,sinihomejuusto,[36]
55,h1,herkkusie,[0]
55,h3,muka,[2]
55,h3,maku,[3]
55,h3,ja,"[10, 26, 33]"
55,h3,karamellisoidu,[23]
55,h3,omen,[24]
55,h3,sinihomejuusto,[27]
55,h3,broiler,[30]
55,h3,kookos,[31]
55,p,ja,"[5, 11, 27, 38, 42, 51, 57, 70, 81, 83, 91, 101]"
55,p,herkkusien,[40]
55,p,siene,[68]
55,p,seller,[84]
55,p,muka,[95]
56,a,test,[9]
56,a,muka,[10]
56,a,maku,"[11, 23]"
56,a,juhl,[16]
56,a,joulu,[20]
56,a,juoma,[21]
56,a,maailm,"[24, 109, 111]"
56,a,leivon,"[34, 54]"
56,a,ruoka,"[36, 100]"
56,a,teelei,[43]
56,a,helpo,[45]
56,a,kaksplus,"[51, 95]"
56,a,leipätiku,[53]
56,a,sormisyötäv,[55]
56,a,suolais,[56]
56,a,peru,[59]
56,a,siika,[64]
56,a,halloum,[66]
56,a,seura,"[69, 70, 71, 103]"
56,a,ja,[74]
56,a,an,[90]
56,a,suome,[104]
56,span,leipätiku,[2]
56,span,öljy,"[21, 45]"
56,span,ja,"[28, 39, 62, 74, 78, 98, 107]"
56,span,an,"[49, 87]"
56,h1,leipätiku,[1]
56,div,helpo,[2]
56,h3,muka,[1]
56,h3,maku,[2]
56,h3,ja,"[9, 25, 32]"
56,h3,karamellisoidu,[22]
56,h3,omen,[23]
56,h3,sinihomejuusto,[26]
56,h3,broiler,[29]
56,h3,kookos,[30]
57,a,test,[9]
57,a,muka,[10]
57,a,maku,"[11, 23]"
57,a,juhl,[16]
57,a,joulu,[20]
57,a,juoma,[21]
57,a,maailm,"[24, 114, 116]"
57,a,leivon,[34]
57,a,ruoka,"[36, 105]"
57,a,helpo,[43]
57,a,gluteenito,[52]
57,a,keito,"[54, 61]"
57,a,hern,[57]
57,a,hernekeito,[58]
57,a,hernesosekeito,[59]
57,a,kasvisruoa,[60]
57,a,seura,"[62, 74, 75, 76, 108]"
57,a,sosekeito,[63]
57,a,peru,[64]
57,a,siika,[69]
57,a,halloum,[71]
57,a,ja,[79]
57,a,an,[95]
57,a,kaksplus,[100]
57,a,suome,[109]
57,span,hernesosekeito,[1]
57,span,kuohuviin,[20]
57,span,ja,"[22, 27]"
57,h1,hernesosekeito,[0]
57,div,helpo,[2]
57,p,ja,"[4, 9, 26, 56]"
57,p,hern,[10]
57,p,muka,[29]
57,p,kerm,[34]
57,p,kuohuv,[42]
57,p,keito,[43]
57,h3,muka,[0]
57,h3,maku,[1]
57,h3,ja,"[8, 24, 31]"
57,h3,karamellisoidu,[21]
57,h3,omen,[22]
57,h3,sinihomejuusto,[25]
57,h3,broiler,[28]
57,h3,kookos,[29]
58,a,test,[9]
58,a,muka,[10]
58,a,maku,"[11, 23]"
58,a,juhl,[16]
58,a,joulu,[20]
58,a,juoma,[21]
58,a,maailm,"[24, 112, 114]"
58,a,leivon,[34]
58,a,ruoka,"[36, 103]"
58,a,piirak,[46]
58,a,suolais,"[47, 58, 60]"
58,a,leivonnais,"[48, 59]"
58,a,hirvenlih,[51]
58,a,jauhelih,[52]
58,a,lihapiirak,[53]
58,a,metsästys,[54]
58,a,ja,"[55, 77]"
58,a,kalastus,[56]
58,a,piira,"[57, 61]"
58,a,peru,[62]
58,a,siika,[67]
58,a,halloum,[69]
58,a,seura,"[72, 73, 74, 106]"
58,a,an,[93]
58,a,kaksplus,[98]
58,a,suome,[107]
58,span,basmat,[34]
58,h3,muka,[5]
58,h3,maku,[6]
58,h3,ja,"[13, 29, 36]"
58,h3,karamellisoidu,[26]
58,h3,omen,[27]
58,h3,sinihomejuusto,[30]
58,h3,broiler,[33]
58,h3,kookos,[34]
58,p,ja,"[11, 18, 32, 34, 45, 52, 59, 66, 87, 94, 100, 110]"
58,p,riisi,"[27, 31, 72]"
58,p,an,[46]
58,p,hirvenlih,[65]
58,p,muka,[78]
58,p,piira,"[107, 124]"
58,p,öljy,[125]
59,a,test,[9]
59,a,muka,[10]
59,a,maku,"[11, 23]"
59,a,juhl,[16]
59,a,joulu,[20]
59,a,juoma,[21]
59,a,maailm,"[24, 111, 113]"
59,a,leivon,[34]
59,a,ruoka,"[36, 57, 102]"
59,a,helpo,[43]
59,a,grillaus,[45]
59,a,salaat,[49]
59,a,juusto,[53]
59,a,kreikkalain,[56]
59,a,suome,"[59, 106]"
59,a,siika,[66]
59,a,halloum,[68]
59,a,seura,"[71, 72, 73, 105]"
59,a,ja,[76]
59,a,an,[92]
59,a,kaksplus,[97]
59,span,tomaat,[5]
59,span,ja,[29]
59,div,helpo,[2]
59,p,tomaat,[1]
59,p,ja,"[4, 12, 21, 25, 30]"
59,p,öljy,[20]
59,p,etik,[24]
59,p,an,[34]
59,p,salaat,[35]
59,p,leivä,[45]
59,h3,muka,[0]
59,h3,maku,[1]
59,h3,ja,"[8, 24, 31]"
59,h3,karamellisoidu,[21]
59,h3,omen,[22]
59,h3,sinihomejuusto,[25]
59,h3,broiler,[28]
59,h3,kookos,[29]
60,a,test,[9]
60,a,muka,[10]
60,a,maku,"[11, 23]"
60,a,juhl,[16]
60,a,joulu,[20]
60,a,juoma,[21]
60,a,maailm,"[24, 130, 132]"
60,a,leivon,[34]
60,a,ruoka,"[36, 121]"
60,a,paistetu,[44]
60,a,leipäkäärö,[50]
60,a,höyrytys,"[55, 73]"
60,a,siene,[68]
60,a,an,"[69, 111]"
60,a,kiinalain,"[74, 76, 78]"
60,a,keitiö,[77]
60,a,siika,[85]
60,a,halloum,[87]
60,a,seura,"[90, 91, 92, 124]"
60,a,ja,[95]
60,a,kaksplus,[116]
60,a,suome,[125]
60,span,dim,[2]
60,span,sum,[3]
60,span,ja,"[12, 39]"
60,span,herkkusien,[13]
60,span,inkiväär,[17]
60,span,öljy,[24]
60,h1,dim,[1]
60,h1,sum,[2]
60,strong,dim,[0]
60,strong,sum,[1]
60,p,ja,"[10, 31, 42, 47, 56, 60, 79, 92, 99]"
60,p,dim,[15]
60,p,sum,[16]
60,p,siene,"[32, 46]"
60,p,öljy,[34]
60,p,inkiväär,[41]
60,p,an,[58]
60,p,tum,[100]
60,h3,muka,[5]
60,h3,maku,[6]
60,h3,ja,"[13, 29, 36]"
60,h3,karamellisoidu,[26]
60,h3,omen,[27]
60,h3,sinihomejuusto,[30]
60,h3,broiler,[33]
60,h3,kookos,[34]
61,a,test,[9]
61,a,muka,[10]
61,a,maku,"[11, 23]"
61,a,juhl,[16]
61,a,joulu,[20]
61,a,juoma,[21]
61,a,maailm,"[24, 118, 120]"
61,a,leivon,[34]
61,a,ruoka,"[36, 109]"
61,a,hernesosekeito,"[41, 47, 49, 64]"
61,a,helpo,[54]
61,a,keito,[59]
61,a,hernekeito,[63]
61,a,peru,[68]
61,a,siika,[73]
61,a,halloum,[75]
61,a,seura,"[78, 79, 80, 112]"
61,a,ja,[83]
61,a,an,[99]
61,a,kaksplus,[104]
61,a,suome,[113]
61,span,hernesosekeito,[2]
61,span,ja,[27]
61,h1,hernesosekeito,[1]
61,div,helpo,[1]
61,h3,muka,[4]
61,h3,maku,[5]
61,h3,ja,"[12, 28, 35]"
61,h3,karamellisoidu,[25]
61,h3,omen,[26]
61,h3,sinihomejuusto,[29]
61,h3,broiler,[32]
61,h3,kookos,[33]
61,p,hernekeito,[1]
61,p,leivä,[13]
61,p,keito,"[15, 49, 52, 58, 64]"
61,p,seura,[16]
61,p,öljy,[19]
61,p,ja,"[26, 33, 39, 61, 67]"
61,p,hern,[31]
61,p,an,[41]
62,a,test,[9]
62,a,muka,[10]
62,a,maku,"[11, 23]"
62,a,juhl,[16]
62,a,joulu,[20]
62,a,juoma,[21]
62,a,maailm,"[24, 115, 117]"
62,a,leivon,[34]
62,a,ruoka,"[36, 106]"
62,a,inkiväär,"[41, 61]"
62,a,an,"[55, 96]"
62,a,lime,[62]
62,a,mascarpon,[63]
62,a,paahtovanukas,[64]
62,a,peru,[65]
62,a,siika,[70]
62,a,halloum,[72]
62,a,seura,"[75, 76, 77, 109]"
62,a,ja,[80]
62,a,kaksplus,[101]
62,a,suome,[110]
62,span,inkiväär,"[1, 15]"
62,span,mascarpon,[8]
62,span,limet,[17]
62,span,ja,[23]
62,h1,inkiväär,[0]
62,h3,muka,[1]
62,h3,maku,[2]
62,h3,ja,"[9, 25, 32]"
62,h3,karamellisoidu,[22]
62,h3,omen,[23]
62,h3,sinihomejuusto,[26]
